date,Dry-Bulb Temperature,Atmospheric Pressure,Dew-Point Temperature,Relative Humidity,wind speed,wind direction,Precip,Visibility,Solar Condition
"6:00 PM +03 on February 16, 2016",31,1013,21,55,11.1,210,-9999,-9999,Clear
"7:00 PM +03 on February 16, 2016",29,1014,20,58,11.1,180,-9999,-9999,Clear
"8:00 PM +03 on February 16, 2016",28,1015,21,66,7.4,180,-9999,-9999,Clear
"9:00 PM +03 on February 16, 2016",27,1015,21,61,7.4,180,-9999,10,Clear
"9:00 PM +03 on February 16, 2016",27,1016,21,70,7.4,180,-9999,-9999,Clear
"10:00 PM +03 on February 16, 2016",27,1016,21,70,0,0,-9999,-9999,Clear
"11:00 PM +03 on February 16, 2016",27,1016,20,65,0,0,-9999,-9999,Clear
"12:00 AM +03 on February 17, 2016",26,1014,20,61,0,0,-9999,10,Clear
"12:00 AM +03 on February 17, 2016",26,1015,20,69,0,0,-9999,-9999,Clear
"1:00 AM +03 on February 17, 2016",25,1015,19,69,0,0,-9999,-9999,Clear
"2:00 AM +03 on February 17, 2016",24,1015,19,73,0,0,-9999,-9999,Clear
"3:00 AM +03 on February 17, 2016",23,1013,18,65,0,0,-9999,10,Clear
"3:00 AM +03 on February 17, 2016",23,1014,18,73,0,0,-9999,-9999,Clear
"4:00 AM +03 on February 17, 2016",23,1014,18,73,0,0,-9999,-9999,Clear
"5:00 AM +03 on February 17, 2016",23,1014,18,73,0,0,-9999,-9999,Clear
"6:00 AM +03 on February 17, 2016",21,1014,15,60,0,0,-9999,10,Clear
"6:00 AM +03 on February 17, 2016",21,1015,15,68,0,0,-9999,-9999,Clear
"7:00 AM +03 on February 17, 2016",20,1016,15,73,0,0,-9999,-9999,Clear
"8:00 AM +03 on February 17, 2016",21,1016,15,68,0,0,-9999,-9999,Clear
"9:00 AM +03 on February 17, 2016",23,1015,15,52,0,0,-9999,10,Clear
"9:00 AM +03 on February 17, 2016",23,1016,15,61,0,0,-9999,-9999,Clear
"10:00 AM +03 on February 17, 2016",29,1016,10,30,3.7,360,-9999,-9999,Clear
"11:00 AM +03 on February 17, 2016",34,1016,10,23,3.7,70,-9999,-9999,Clear
"12:00 PM +03 on February 17, 2016",34,1014,13,18,5.6,240,-9999,10,Clear
"12:00 PM +03 on February 17, 2016",34,1015,13,28,5.6,240,-9999,-9999,Clear
"1:00 PM +03 on February 17, 2016",35,1014,12,25,7.4,230,-9999,-9999,Clear
"2:00 PM +03 on February 17, 2016",36,1013,13,25,3.7,270,-9999,-9999,Clear
"3:00 PM +03 on February 17, 2016",37,1014,13,15,3.7,300,-9999,10,Clear
"3:00 PM +03 on February 17, 2016",37,1015,13,24,3.7,300,-9999,-9999,Clear
"4:00 PM +03 on February 17, 2016",37,1012,13,24,3.7,280,-9999,-9999,Clear
"5:00 PM +03 on February 17, 2016",35,1012,16,32,18.5,210,-9999,-9999,Clear
"6:00 PM +03 on February 17, 2016",31,1011,15,27,7.4,210,-9999,10,Clear
"6:00 PM +03 on February 17, 2016",31,1012,15,38,7.4,210,-9999,-9999,Clear
"7:00 PM +03 on February 17, 2016",29,1013,15,42,5.6,240,-9999,-9999,Clear
"8:00 PM +03 on February 17, 2016",28,1014,16,48,7.4,160,-9999,-9999,Clear
"9:00 PM +03 on February 17, 2016",27,1014,16,40,3.7,170,-9999,10,Clear
"9:00 PM +03 on February 17, 2016",27,1015,16,51,3.7,170,-9999,-9999,Clear
"10:00 PM +03 on February 17, 2016",27,1015,17,54,0,0,-9999,-9999,Clear
"11:00 PM +03 on February 17, 2016",27,1015,10,34,0,0,-9999,-9999,Clear
"12:00 AM +03 on February 18, 2016",27,1013,8,19,5.6,270,-9999,10,Clear
"12:00 AM +03 on February 18, 2016",27,1014,8,30,5.6,270,-9999,-9999,Clear
"1:00 AM +03 on February 18, 2016",27,1014,7,28,0,0,-9999,-9999,Clear
"2:00 AM +03 on February 18, 2016",27,1013,9,32,0,0,-9999,-9999,Clear
"3:00 AM +03 on February 18, 2016",26,1012,9,23,0,0,-9999,10,Clear
"3:00 AM +03 on February 18, 2016",26,1013,9,34,0,0,-9999,-9999,Clear
"4:00 AM +03 on February 18, 2016",26,1013,7,30,0,0,-9999,-9999,Clear
"5:00 AM +03 on February 18, 2016",26,1013,8,32,0,0,-9999,-9999,Clear
"6:00 AM +03 on February 18, 2016",25,1013,8,23,0,0,-9999,10,Clear
"6:00 AM +03 on February 18, 2016",25,1014,8,34,0,0,-9999,-9999,Clear
"7:00 AM +03 on February 18, 2016",25,1015,8,34,0,0,-9999,-9999,Clear
"8:00 AM +03 on February 18, 2016",25,1015,9,36,0,0,-9999,-9999,Clear
"9:00 AM +03 on February 18, 2016",26,1014,9,23,0,0,-9999,10,Clear
"9:00 AM +03 on February 18, 2016",26,1015,9,34,0,0,-9999,-9999,Clear
"10:00 AM +03 on February 18, 2016",31,1016,10,27,0,0,-9999,-9999,Clear
"11:00 AM +03 on February 18, 2016",34,1015,10,23,1.9,240,-9999,-9999,Clear
"12:00 PM +03 on February 18, 2016",36,1013,12,15,0,240,-9999,10,Clear
"12:00 PM +03 on February 18, 2016",36,1014,12,23,0,0,-9999,-9999,Clear
"1:00 PM +03 on February 18, 2016",36,1013,15,28,0,0,-9999,-9999,Clear
"2:00 PM +03 on February 18, 2016",36,1012,12,23,0,0,-9999,-9999,Clear
"3:00 PM +03 on February 18, 2016",36,1010,12,15,5.6,210,-9999,10,Clear
"3:00 PM +03 on February 18, 2016",36,1012,12,23,5.6,210,-9999,-9999,Clear
"4:00 PM +03 on February 18, 2016",36,1011,12,23,3.7,230,-9999,-9999,Clear
"5:00 PM +03 on February 18, 2016",34,1012,14,30,7.4,240,-9999,-9999,Clear
"6:00 PM +03 on February 18, 2016",31,1011,16,29,7.4,180,-9999,10,Clear
"6:00 PM +03 on February 18, 2016",31,1012,16,40,7.4,180,-9999,-9999,Clear
"7:00 PM +03 on February 18, 2016",30,1013,13,35,7.4,190,-9999,-9999,Clear
"8:00 PM +03 on February 18, 2016",28,1014,16,48,3.7,240,-9999,-9999,Clear
"9:00 PM +03 on February 18, 2016",28,1014,16,38,3.7,240,-9999,10,Clear
"9:00 PM +03 on February 18, 2016",28,1015,16,48,3.7,240,-9999,-9999,Clear
"10:00 PM +03 on February 18, 2016",27,1014,17,54,5.6,240,-9999,-9999,Clear
"11:00 PM +03 on February 18, 2016",26,1014,16,54,3.7,180,-9999,-9999,Clear
"12:00 AM +03 on February 19, 2016",25,1013,16,46,3.7,180,-9999,10,Clear
"12:00 AM +03 on February 19, 2016",25,1014,16,57,3.7,180,-9999,-9999,Clear
"1:00 AM +03 on February 19, 2016",25,1014,17,61,0,0,-9999,-9999,Clear
"2:00 AM +03 on February 19, 2016",24,1013,15,57,0,0,-9999,-9999,Clear
"3:00 AM +03 on February 19, 2016",23,1012,15,50,0,0,-9999,10,Clear
"3:00 AM +03 on February 19, 2016",23,1013,15,61,0,0,-9999,-9999,Clear
"4:00 AM +03 on February 19, 2016",22,1013,14,60,0,0,-9999,-9999,Clear
"6:00 AM +03 on February 19, 2016",21,1012,15,57,0,0,-9999,10,Scattered Clouds
"6:00 AM +03 on February 19, 2016",21,1013,15,68,0,0,-9999,10,Partly Cloudy
"7:00 AM +03 on February 19, 2016",21,1013,15,68,0,0,-9999,10,Scattered Clouds
"8:00 AM +03 on February 19, 2016",21,1014,14,64,0,0,-9999,10,Scattered Clouds
"9:00 AM +03 on February 19, 2016",22,1014,14,50,0,0,-9999,10,Mostly Cloudy
"9:00 AM +03 on February 19, 2016",22,1014,14,60,0,0,-9999,10,Mostly Cloudy
"10:00 AM +03 on February 19, 2016",27,1015,13,42,0,0,-9999,10,Scattered Clouds
"11:00 AM +03 on February 19, 2016",30,1015,12,33,0,0,-9999,10,Scattered Clouds
"12:00 PM +03 on February 19, 2016",34,1013,14,21,0,0,-9999,10,Scattered Clouds
"12:00 PM +03 on February 19, 2016",34,1015,14,30,0,0,-9999,10,Partly Cloudy
"1:00 PM +03 on February 19, 2016",34,1014,13,28,0,0,-9999,-9999,Clear
"2:00 PM +03 on February 19, 2016",35,1014,12,25,0,0,-9999,-9999,Clear
"3:00 PM +03 on February 19, 2016",35,1012,13,17,3.7,270,-9999,10,Clear
"3:00 PM +03 on February 19, 2016",35,1013,13,26,3.7,270,-9999,-9999,Clear
"4:00 PM +03 on February 19, 2016",34,1012,14,30,3.7,210,-9999,-9999,Clear
"5:00 PM +03 on February 19, 2016",34,1012,15,32,7.4,260,-9999,-9999,Clear
"6:00 PM +03 on February 19, 2016",31,1012,18,35,11.1,260,-9999,10,Clear
"6:00 PM +03 on February 19, 2016",31,1013,18,46,11.1,260,-9999,-9999,Clear
"7:00 PM +03 on February 19, 2016",28,1014,17,51,11.1,260,-9999,-9999,Clear
"8:00 PM +03 on February 19, 2016",27,1014,17,54,7.4,180,-9999,-9999,Clear
"9:00 PM +03 on February 19, 2016",27,1014,17,46,0,180,-9999,10,Clear
"9:00 PM +03 on February 19, 2016",27,1015,17,54,0,0,-9999,-9999,Clear
"10:00 PM +03 on February 19, 2016",26,1015,17,57,0,0,-9999,-9999,Clear
"11:00 PM +03 on February 19, 2016",26,1015,18,61,0,0,-9999,-9999,Clear
"12:00 AM +03 on February 20, 2016",26,1013,17,50,0,0,-9999,10,Clear
"12:00 AM +03 on February 20, 2016",26,1014,17,57,0,0,-9999,-9999,Clear
"1:00 AM +03 on February 20, 2016",26,1014,17,57,0,0,-9999,-9999,Clear
"2:00 AM +03 on February 20, 2016",25,1013,17,61,0,0,-9999,-9999,Clear
"3:00 AM +03 on February 20, 2016",24,1011,16,52,0,0,-9999,10,Clear
"3:00 AM +03 on February 20, 2016",24,1012,16,61,0,0,-9999,-9999,Clear
"4:00 AM +03 on February 20, 2016",23,1012,16,65,0,0,-9999,-9999,Clear
"5:00 AM +03 on February 20, 2016",23,1012,15,61,0,0,-9999,-9999,Clear
"6:00 AM +03 on February 20, 2016",22,1012,16,62,0,0,-9999,10,Clear
"6:00 AM +03 on February 20, 2016",22,1013,16,69,0,0,-9999,-9999,Clear
"7:00 AM +03 on February 20, 2016",21,1014,15,68,0,0,-9999,-9999,Clear
"8:00 AM +03 on February 20, 2016",22,1015,16,69,0,0,-9999,-9999,Clear
"9:00 AM +03 on February 20, 2016",24,1014,21,76,7.4,180,-9999,10,Clear
"9:00 AM +03 on February 20, 2016",24,1015,21,83,7.4,180,-9999,-9999,Clear
"10:00 AM +03 on February 20, 2016",27,1016,21,70,9.3,180,-9999,-9999,Clear
"11:00 AM +03 on February 20, 2016",29,1016,20,58,7.4,180,-9999,-9999,Clear
"12:00 PM +03 on February 20, 2016",30,1014,20,46,7.4,180,-9999,10,Clear
"12:00 PM +03 on February 20, 2016",30,1015,20,55,7.4,180,-9999,-9999,Clear
"1:00 PM +03 on February 20, 2016",32,1014,21,52,18.5,210,-9999,10,Partly Cloudy
"2:00 PM +03 on February 20, 2016",33,1013,20,46,9.3,210,-9999,10,Partly Cloudy
"3:00 PM +03 on February 20, 2016",34,1011,21,39,7.4,210,-9999,10,Partly Cloudy
"3:00 PM +03 on February 20, 2016",34,1012,21,46,7.4,210,-9999,10,Scattered Clouds
"4:00 PM +03 on February 20, 2016",33,1012,22,52,11.1,270,-9999,10,Scattered Clouds
"5:00 PM +03 on February 20, 2016",31,1012,21,55,7.4,240,-9999,10,Partly Cloudy
"6:00 PM +03 on February 20, 2016",30,1011,22,54,5.6,210,-9999,10,Partly Cloudy
"6:00 PM +03 on February 20, 2016",30,1012,22,62,5.6,210,-9999,-9999,Clear
"7:00 PM +03 on February 20, 2016",28,1013,22,70,3.7,210,-9999,-9999,Clear
"8:00 PM +03 on February 20, 2016",27,1014,22,74,3.7,240,-9999,10,Partly Cloudy
"9:00 PM +03 on February 20, 2016",27,1013,22,69,3.7,240,-9999,10,Partly Cloudy
"9:00 PM +03 on February 20, 2016",27,1014,22,74,3.7,240,-9999,10,Scattered Clouds
"10:00 PM +03 on February 20, 2016",26,1014,22,78,0,0,-9999,-9999,Clear
"11:00 PM +03 on February 20, 2016",26,1014,22,78,0,0,-9999,-9999,Clear
"12:00 AM +03 on February 21, 2016",26,1012,20,64,0,0,-9999,10,Partly Cloudy
"12:00 AM +03 on February 21, 2016",26,1014,20,69,0,0,-9999,-9999,Clear
"1:00 AM +03 on February 21, 2016",26,1013,22,78,0,0,-9999,10,Partly Cloudy
"2:00 AM +03 on February 21, 2016",25,1013,22,83,0,0,-9999,-9999,Clear
"3:00 AM +03 on February 21, 2016",25,1011,22,79,0,0,-9999,10,Clear
"3:00 AM +03 on February 21, 2016",25,1012,22,83,0,0,-9999,-9999,Clear
"4:00 AM +03 on February 21, 2016",24,1012,20,78,0,0,-9999,-9999,Clear
"5:00 AM +03 on February 21, 2016",24,1012,21,83,0,0,-9999,-9999,Clear
"6:00 AM +03 on February 21, 2016",24,1011,21,76,0,0,-9999,10,Clear
"6:00 AM +03 on February 21, 2016",24,1012,21,83,0,0,-9999,-9999,Clear
"7:00 AM +03 on February 21, 2016",24,1012,21,83,0,0,-9999,-9999,Clear
"8:00 AM +03 on February 21, 2016",24,1012,21,83,0,0,-9999,-9999,Clear
"9:00 AM +03 on February 21, 2016",26,1012,21,67,0,0,-9999,10,Clear
"9:00 AM +03 on February 21, 2016",26,1012,21,74,0,0,-9999,-9999,Clear
"10:00 AM +03 on February 21, 2016",29,1012,20,58,3.7,180,-9999,-9999,Clear
"11:00 AM +03 on February 21, 2016",31,1012,20,52,9.3,180,-9999,-9999,Clear
"12:00 PM +03 on February 21, 2016",33,1009,18,31,14.8,170,-9999,10,Clear
"12:00 PM +03 on February 21, 2016",33,1011,18,41,14.8,170,-9999,-9999,Clear
"1:00 PM +03 on February 21, 2016",34,1009,17,36,18.5,180,-9999,-9999,Clear
"2:00 PM +03 on February 21, 2016",34,1008,18,38,18.5,180,-9999,-9999,Clear
"3:00 PM +03 on February 21, 2016",34,1005,19,30,25.9,180,-9999,8,Widespread Dust
"3:00 PM +03 on February 21, 2016",34,1007,19,41,25.9,180,-9999,8,Clear
"4:00 PM +03 on February 21, 2016",33,1007,21,49,29.6,200,-9999,6,Clear
"4:28 PM +03 on February 21, 2016",32,1006,19,46,37,180,-9999,4,Widespread Dust
"6:00 PM +03 on February 21, 2016",30,1006,17,37,29.6,180,-9999,5,Widespread Dust
"6:00 PM +03 on February 21, 2016",30,1007,17,45,29.6,180,-9999,5,Widespread Dust
"7:00 PM +03 on February 21, 2016",28,1008,18,54,29.6,180,-9999,5,Widespread Dust
"8:00 PM +03 on February 21, 2016",27,1008,21,70,9.3,180,-9999,5,Haze
"9:00 PM +03 on February 21, 2016",26,1008,22,75,14.8,180,-9999,7,Haze
"9:00 PM +03 on February 21, 2016",26,1009,22,78,14.8,180,-9999,7,Clear
"10:00 PM +03 on February 21, 2016",25,1009,22,83,7.4,180,-9999,9,Clear
"11:00 PM +03 on February 21, 2016",25,1009,22,83,3.7,150,-9999,8,Scattered Clouds
"12:00 AM +03 on February 22, 2016",24,1008,22,82,3.7,180,-9999,8,Haze
"12:00 AM +03 on February 22, 2016",24,1009,22,89,3.7,180,-9999,8,Scattered Clouds
"2:00 AM +03 on February 22, 2016",24,1008,22,89,3.7,180,-9999,8,Partly Cloudy
"4:00 AM +03 on February 22, 2016",24,1007,22,89,0,0,-9999,8,Clear
"5:00 AM +03 on February 22, 2016",23,1007,21,88,0,0,-9999,8,Clear
"6:00 AM +03 on February 22, 2016",24,1006,21,83,0,0,-9999,9,Haze
"6:00 AM +03 on February 22, 2016",24,1007,21,83,0,0,-9999,9,Clear
"7:00 AM +03 on February 22, 2016",23,1009,21,88,0,0,-9999,9,Clear
"8:00 AM +03 on February 22, 2016",23,1009,21,88,0,0,-9999,9,Clear
"9:00 AM +03 on February 22, 2016",26,1009,21,67,0,0,-9999,9,Haze
"9:00 AM +03 on February 22, 2016",26,1010,21,74,0,0,-9999,9,Clear
"10:00 AM +03 on February 22, 2016",27,1011,21,70,3.7,220,-9999,9,Clear
"11:00 AM +03 on February 22, 2016",28,1010,19,58,18.5,180,-9999,8,Clear
"12:00 PM +03 on February 22, 2016",30,1008,16,31,33.3,180,-9999,5,Blowing Sand
"12:00 PM +03 on February 22, 2016",30,1009,16,43,33.3,180,-9999,5,Blowing Sand
"1:00 PM +03 on February 22, 2016",31,1009,18,46,22.2,230,-9999,5,Blowing Sand
"2:00 PM +03 on February 22, 2016",31,1008,18,46,22.2,210,-9999,5,Blowing Sand
"3:00 PM +03 on February 22, 2016",31,1008,18,37,24.1,210,-9999,5,Blowing Sand
"3:00 PM +03 on February 22, 2016",31,1009,18,46,24.1,210,-9999,5,Blowing Sand
"4:00 PM +03 on February 22, 2016",30,1009,19,51,18.5,210,-9999,7,Scattered Clouds
"5:00 PM +03 on February 22, 2016",29,1009,18,51,18.5,240,-9999,7,Scattered Clouds
"6:00 PM +03 on February 22, 2016",29,1009,19,48,7.4,300,-9999,10,Partly Cloudy
"6:00 PM +03 on February 22, 2016",29,1010,19,55,7.4,300,-9999,10,Scattered Clouds
"7:00 PM +03 on February 22, 2016",26,1010,20,69,7.4,330,-9999,9,Scattered Clouds
"8:00 PM +03 on February 22, 2016",24,1011,19,73,7.4,360,-9999,9,Scattered Clouds
"9:00 PM +03 on February 22, 2016",24,1011,18,62,7.4,330,-9999,9,Haze
"9:00 PM +03 on February 22, 2016",24,1012,18,69,7.4,330,-9999,9,Scattered Clouds
"10:00 PM +03 on February 22, 2016",23,1012,18,73,3.7,360,-9999,10,Scattered Clouds
"11:00 PM +03 on February 22, 2016",23,1012,18,73,0,0,-9999,10,Scattered Clouds
"12:00 AM +03 on February 23, 2016",23,1011,18,67,0,0,-9999,10,Partly Cloudy
"12:00 AM +03 on February 23, 2016",23,1012,18,73,0,0,-9999,10,Scattered Clouds
"1:00 AM +03 on February 23, 2016",22,1012,17,73,0,0,-9999,10,Scattered Clouds
"2:00 AM +03 on February 23, 2016",22,1012,17,73,0,0,-9999,10,Scattered Clouds
"3:00 AM +03 on February 23, 2016",22,1011,16,62,5.6,30,-9999,10,Partly Cloudy
"3:00 AM +03 on February 23, 2016",22,1012,16,69,5.6,30,-9999,10,Scattered Clouds
"4:00 AM +03 on February 23, 2016",21,1012,15,68,9.3,300,-9999,10,Scattered Clouds
"5:00 AM +03 on February 23, 2016",21,1013,14,64,11.1,300,-9999,10,Scattered Clouds
"6:00 AM +03 on February 23, 2016",21,1013,10,40,7.4,330,-9999,10,Partly Cloudy
"6:00 AM +03 on February 23, 2016",21,1014,10,49,7.4,330,-9999,10,Scattered Clouds
"7:00 AM +03 on February 23, 2016",20,1015,8,46,7.4,330,-9999,10,Scattered Clouds
"8:00 AM +03 on February 23, 2016",20,1015,9,49,5.6,360,-9999,10,Partly Cloudy
"9:00 AM +03 on February 23, 2016",21,1015,8,33,3.7,0,-9999,10,Scattered Clouds
"9:00 AM +03 on February 23, 2016",21,1016,8,43,3.7,360,-9999,-9999,Clear
"10:00 AM +03 on February 23, 2016",23,1016,9,41,3.7,350,-9999,-9999,Clear
"11:00 AM +03 on February 23, 2016",25,1016,10,39,5.6,360,-9999,-9999,Clear
"12:00 PM +03 on February 23, 2016",27,1014,12,29,5.6,10,-9999,10,Scattered Clouds
"12:00 PM +03 on February 23, 2016",27,1015,12,39,5.6,10,-9999,-9999,Clear
"1:00 PM +03 on February 23, 2016",28,1014,14,42,3.7,10,-9999,-9999,Clear
"2:00 PM +03 on February 23, 2016",30,1013,16,43,5.6,330,-9999,-9999,Clear
"3:00 PM +03 on February 23, 2016",31,1011,16,30,7.4,310,-9999,10,Scattered Clouds
"3:00 PM +03 on February 23, 2016",31,1012,16,40,7.4,310,-9999,-9999,Clear
"4:00 PM +03 on February 23, 2016",30,1012,16,43,7.4,270,-9999,-9999,Clear
"5:00 PM +03 on February 23, 2016",30,1012,16,43,3.7,30,-9999,-9999,Clear
"6:00 PM +03 on February 23, 2016",27,1012,13,31,3.7,310,-9999,10,Clear
"6:00 PM +03 on February 23, 2016",27,1013,13,42,3.7,310,-9999,-9999,Clear
"7:00 PM +03 on February 23, 2016",25,1014,14,50,3.7,360,-9999,-9999,Clear
"8:00 PM +03 on February 23, 2016",24,1014,13,50,3.7,30,-9999,-9999,Clear
"9:00 PM +03 on February 23, 2016",24,1014,13,42,3.7,0,-9999,10,Clear
"9:00 PM +03 on February 23, 2016",24,1015,13,50,3.7,360,-9999,-9999,Clear
"10:00 PM +03 on February 23, 2016",23,1015,13,53,3.7,300,-9999,-9999,Clear
"11:00 PM +03 on February 23, 2016",22,1015,13,57,3.7,300,-9999,-9999,Clear
"12:00 AM +03 on February 24, 2016",22,1015,13,46,3.7,330,-9999,10,Scattered Clouds
"12:00 AM +03 on February 24, 2016",22,1015,13,57,3.7,330,-9999,10,Partly Cloudy
"1:00 AM +03 on February 24, 2016",22,1015,13,57,5.6,300,-9999,-9999,Clear
"2:00 AM +03 on February 24, 2016",21,1015,13,60,3.7,300,-9999,10,Scattered Clouds
"3:00 AM +03 on February 24, 2016",21,1013,12,46,5.6,330,-9999,10,Partly Cloudy
"3:00 AM +03 on February 24, 2016",21,1014,12,56,5.6,330,-9999,10,Scattered Clouds
"4:00 AM +03 on February 24, 2016",21,1014,12,56,5.6,30,-9999,10,Scattered Clouds
"5:00 AM +03 on February 24, 2016",21,1014,12,56,3.7,30,-9999,10,Mostly Cloudy
"6:00 AM +03 on February 24, 2016",21,1014,12,46,3.7,30,-9999,10,Mostly Cloudy
"7:00 AM +03 on February 24, 2016",21,1015,12,56,3.7,330,-9999,10,Partly Cloudy
"8:00 AM +03 on February 24, 2016",21,1015,12,56,0,0,-9999,10,Partly Cloudy
"9:00 AM +03 on February 24, 2016",22,1015,13,46,0,0,-9999,10,Partly Cloudy
"9:00 AM +03 on February 24, 2016",22,1015,13,57,0,0,-9999,10,Scattered Clouds
"10:00 AM +03 on February 24, 2016",25,1015,14,50,0,0,-9999,10,Partly Cloudy
"11:00 AM +03 on February 24, 2016",29,1015,15,42,0,0,-9999,-9999,Clear
"12:00 PM +03 on February 24, 2016",31,1013,17,31,3.7,20,-9999,10,Scattered Clouds
"12:00 PM +03 on February 24, 2016",31,1014,17,43,3.7,20,-9999,-9999,Clear
"1:00 PM +03 on February 24, 2016",33,1013,18,41,5.6,240,-9999,-9999,Clear
"2:00 PM +03 on February 24, 2016",33,1011,19,43,7.4,180,-9999,10,Partly Cloudy
"3:00 PM +03 on February 24, 2016",33,1010,19,34,11.1,180,-9999,8,Widespread Dust
"3:00 PM +03 on February 24, 2016",33,1011,19,43,11.1,180,-9999,8,Scattered Clouds
"4:00 PM +03 on February 24, 2016",32,1011,20,49,18.5,180,-9999,8,Mostly Cloudy
"5:00 PM +03 on February 24, 2016",31,1010,21,55,14.8,180,-9999,8,Scattered Clouds
"6:00 PM +03 on February 24, 2016",31,1010,20,44,11.1,240,-9999,8,Widespread Dust
"6:00 PM +03 on February 24, 2016",31,1011,20,52,11.1,240,-9999,8,Partly Cloudy
"7:00 PM +03 on February 24, 2016",29,1012,19,55,7.4,330,-9999,-9999,Clear
"8:00 PM +03 on February 24, 2016",27,1013,17,54,7.4,330,-9999,-9999,Clear
"9:00 PM +03 on February 24, 2016",26,1012,17,48,0,330,-9999,10,Scattered Clouds
"9:00 PM +03 on February 24, 2016",26,1013,17,57,0,0,-9999,-9999,Clear
"10:00 PM +03 on February 24, 2016",26,1013,17,57,0,0,-9999,-9999,Clear
"11:00 PM +03 on February 24, 2016",24,1013,17,65,0,0,-9999,-9999,Clear
"12:00 AM +03 on February 25, 2016",24,1012,17,54,0,0,-9999,10,Scattered Clouds
"1:00 AM +03 on February 25, 2016",24,1013,17,65,0,0,-9999,-9999,Clear
"2:00 AM +03 on February 25, 2016",24,1013,17,65,0,0,-9999,-9999,Clear
"3:00 AM +03 on February 25, 2016",23,1011,17,59,0,0,-9999,10,Scattered Clouds
"3:00 AM +03 on February 25, 2016",23,1012,17,69,0,0,-9999,-9999,Clear
"4:00 AM +03 on February 25, 2016",23,1012,17,69,0,0,-9999,-9999,Clear
"5:00 AM +03 on February 25, 2016",23,1012,17,69,0,0,-9999,-9999,Clear
"6:00 AM +03 on February 25, 2016",23,1011,17,62,0,0,-9999,10,Scattered Clouds
"6:00 AM +03 on February 25, 2016",23,1012,17,69,0,0,-9999,-9999,Clear
"7:00 AM +03 on February 25, 2016",22,1013,17,73,0,0,-9999,-9999,Clear
"8:00 AM +03 on February 25, 2016",23,1014,17,69,0,0,-9999,-9999,Clear
"9:00 AM +03 on February 25, 2016",24,1013,18,59,0,0,-9999,10,Scattered Clouds
"9:00 AM +03 on February 25, 2016",24,1014,18,69,0,0,-9999,-9999,Clear
"10:00 AM +03 on February 25, 2016",28,1014,18,54,0,0,-9999,-9999,Clear
"11:00 AM +03 on February 25, 2016",30,1014,20,55,0,0,-9999,-9999,Clear
"12:00 PM +03 on February 25, 2016",31,1012,20,40,9.3,190,-9999,10,Scattered Clouds
"12:00 PM +03 on February 25, 2016",31,1013,20,52,9.3,190,-9999,-9999,Clear
"1:00 PM +03 on February 25, 2016",32,1012,20,49,18.5,180,-9999,-9999,Clear
"2:00 PM +03 on February 25, 2016",33,1011,20,46,18.5,240,-9999,10,Partly Cloudy
"3:00 PM +03 on February 25, 2016",34,1009,20,36,14.8,180,-9999,9,Haze
"3:00 PM +03 on February 25, 2016",34,1010,20,44,14.8,180,-9999,9,Scattered Clouds
"4:00 PM +03 on February 25, 2016",33,1010,21,49,14.8,180,-9999,9,Partly Cloudy
"5:00 PM +03 on February 25, 2016",32,1011,22,55,11.1,180,-9999,9,Partly Cloudy
"6:00 PM +03 on February 25, 2016",30,1010,21,47,5.6,210,-9999,9,Haze
"6:00 PM +03 on February 25, 2016",30,1011,21,58,5.6,210,-9999,9,Clear
"7:00 PM +03 on February 25, 2016",27,1012,21,70,5.6,240,-9999,9,Clear
"9:00 PM +03 on February 25, 2016",27,1011,21,64,3.7,240,-9999,10,Clear
"9:00 PM +03 on February 25, 2016",27,1012,21,70,3.7,240,-9999,-9999,Clear
"10:00 PM +03 on February 25, 2016",26,1012,20,69,0,0,-9999,-9999,Clear
"11:00 PM +03 on February 25, 2016",26,1012,20,69,0,0,-9999,-9999,Clear
"12:00 AM +03 on February 26, 2016",25,1011,21,73,0,0,-9999,10,Clear
"12:00 AM +03 on February 26, 2016",25,1012,21,78,0,0,-9999,-9999,Clear
"1:00 AM +03 on February 26, 2016",25,1012,20,74,0,0,-9999,-9999,Clear
"2:00 AM +03 on February 26, 2016",24,1011,20,78,0,0,-9999,-9999,Clear
"3:00 AM +03 on February 26, 2016",24,1009,20,73,0,0,-9999,10,Clear
"3:00 AM +03 on February 26, 2016",24,1011,20,78,0,0,-9999,-9999,Clear
"4:00 AM +03 on February 26, 2016",24,1011,20,78,0,0,-9999,-9999,Clear
"5:00 AM +03 on February 26, 2016",23,1011,20,83,0,0,-9999,-9999,Clear
"6:00 AM +03 on February 26, 2016",23,1010,20,80,0,0,-9999,10,Clear
"6:00 AM +03 on February 26, 2016",23,1011,20,83,0,0,-9999,-9999,Clear
"7:00 AM +03 on February 26, 2016",23,1011,20,83,0,0,-9999,-9999,Clear
"8:00 AM +03 on February 26, 2016",24,1012,20,78,0,0,-9999,-9999,Clear
"9:00 AM +03 on February 26, 2016",24,1012,21,76,0,0,-9999,10,Scattered Clouds
"9:00 AM +03 on February 26, 2016",25,1012,21,78,0,0,-9999,10,Partly Cloudy
"10:00 AM +03 on February 26, 2016",27,1013,20,65,0,0,-9999,10,Partly Cloudy
"11:00 AM +03 on February 26, 2016",30,1012,20,55,7.4,280,-9999,10,Partly Cloudy
"12:00 PM +03 on February 26, 2016",31,1011,21,47,9.3,180,-9999,10,Scattered Clouds
