date,Dry-Bulb Temperature,Atmospheric Pressure,Dew-Point Temperature,Relative Humidity,wind speed,wind direction,Precip,Visibility,Solar Condition
"6:30 PM AEDT on March 28, 2017",22,1012,20,88,20.4,190,-9999,10,Mostly Cloudy
"7:00 PM AEDT on March 28, 2017",22,1013,20,89,14.8,190,-9999,10,Mostly Cloudy
"7:00 PM AEDT on March 28, 2017",22,1012,20,88,14.8,190,-9999,10,Mostly Cloudy
"7:30 PM AEDT on March 28, 2017",22,1013,21,94,14.8,190,-9999,10,Mostly Cloudy
"8:00 PM AEDT on March 28, 2017",22,1013,20,89,14.8,190,-9999,10,Mostly Cloudy
"8:00 PM AEDT on March 28, 2017",22,1013,20,88,14.8,190,-9999,10,Mostly Cloudy
"8:30 PM AEDT on March 28, 2017",22,1013,20,88,13,200,-9999,10,Mostly Cloudy
"9:00 PM AEDT on March 28, 2017",22,1014,20,90,11.1,210,-9999,15,Haze
"9:00 PM AEDT on March 28, 2017",22,1013,20,88,11.1,210,-9999,10,Mostly Cloudy
"9:30 PM AEDT on March 28, 2017",22,1014,20,88,11.1,210,-9999,10,Mostly Cloudy
"10:00 PM AEDT on March 28, 2017",22,1014,20,88,11.1,220,-9999,10,Mostly Cloudy
"10:00 PM AEDT on March 28, 2017",22,1014,20,88,11.1,220,-9999,10,Mostly Cloudy
"10:30 PM AEDT on March 28, 2017",22,1014,20,88,9.3,270,-9999,10,Mostly Cloudy
"11:00 PM AEDT on March 28, 2017",22,1014,20,83,9.3,250,-9999,10,Mostly Cloudy
"11:00 PM AEDT on March 28, 2017",22,1014,20,88,9.3,250,-9999,10,Mostly Cloudy
"12:00 AM AEDT on March 29, 2017",22,1014,20,83,9.3,250,-9999,18,Haze
"12:00 AM AEDT on March 29, 2017",22,1013,20,88,9.3,250,-9999,10,Mostly Cloudy
"1:00 AM AEDT on March 29, 2017",22,1013,20,81,11.1,280,-9999,10,Mostly Cloudy
"1:00 AM AEDT on March 29, 2017",22,1013,20,88,11.1,280,-9999,10,Mostly Cloudy
"2:00 AM AEDT on March 29, 2017",22,1013,20,85,9.3,270,-9999,10,Mostly Cloudy
"2:00 AM AEDT on March 29, 2017",22,1012,20,88,9.3,270,-9999,10,Mostly Cloudy
"2:30 AM AEDT on March 29, 2017",22,1012,20,88,9.3,300,-9999,10,Mostly Cloudy
"3:00 AM AEDT on March 29, 2017",22,1012,20,86,9.3,280,-9999,15,Haze
"3:00 AM AEDT on March 29, 2017",22,1012,20,88,9.3,280,-9999,10,Mostly Cloudy
"3:30 AM AEDT on March 29, 2017",22,1011,20,88,7.4,290,-9999,10,Mostly Cloudy
"4:00 AM AEDT on March 29, 2017",22,1012,20,87,9.3,280,-9999,10,Mostly Cloudy
"4:00 AM AEDT on March 29, 2017",22,1011,20,88,9.3,280,-9999,10,Mostly Cloudy
"5:00 AM AEDT on March 29, 2017",22,1011,20,85,7.4,280,-9999,10,Mostly Cloudy
"5:00 AM AEDT on March 29, 2017",22,1011,20,88,7.4,280,-9999,10,Mostly Cloudy
"5:30 AM AEDT on March 29, 2017",22,1011,21,94,7.4,330,-9999,6,Light Drizzle
"6:00 AM AEDT on March 29, 2017",22,1011,21,88,5.6,340,-9999,7,Light Drizzle
"6:00 AM AEDT on March 29, 2017",22,1011,21,94,5.6,340,-9999,7,Light Drizzle
"6:17 AM AEDT on March 29, 2017",22,1011,21,94,5.6,300,-9999,8,Mostly Cloudy
"6:30 AM AEDT on March 29, 2017",23,1011,21,88,1.9,330,-9999,10,Mostly Cloudy
"7:00 AM AEDT on March 29, 2017",23,1011,21,88,5.6,310,-9999,8,Light Drizzle
"7:30 AM AEDT on March 29, 2017",23,1011,21,88,1.9,350,-9999,9,Light Drizzle
"8:00 AM AEDT on March 29, 2017",23,1012,21,86,7.4,320,-9999,9,Light Drizzle
"8:00 AM AEDT on March 29, 2017",23,1012,21,88,7.4,320,-9999,10,Mostly Cloudy
"8:30 AM AEDT on March 29, 2017",24,1012,22,89,9.3,290,-9999,10,Light Drizzle
"9:00 AM AEDT on March 29, 2017",24,1012,22,83,9.3,330,-9999,13,Haze
"9:00 AM AEDT on March 29, 2017",24,1012,22,89,9.3,330,-9999,10,Overcast
"9:30 AM AEDT on March 29, 2017",25,1012,22,83,11.1,350,-9999,10,Overcast
"10:00 AM AEDT on March 29, 2017",26,1012,22,75,14.8,10,-9999,10,Overcast
"10:00 AM AEDT on March 29, 2017",26,1011,22,78,14.8,10,-9999,10,Mostly Cloudy
"10:30 AM AEDT on March 29, 2017",26,1011,22,78,18.5,10,-9999,10,Mostly Cloudy
"11:00 AM AEDT on March 29, 2017",27,1011,22,67,20.4,0,-9999,10,Mostly Cloudy
"11:00 AM AEDT on March 29, 2017",27,1011,22,74,20.4,360,-9999,10,Mostly Cloudy
"11:30 AM AEDT on March 29, 2017",28,1010,22,70,14.8,360,-9999,10,Mostly Cloudy
"12:00 PM AEDT on March 29, 2017",29,1010,22,60,13,0,-9999,25,Partly Cloudy
"12:00 PM AEDT on March 29, 2017",29,1010,22,66,13,360,-9999,10,Partly Cloudy
"12:30 PM AEDT on March 29, 2017",30,1009,22,62,13,30,-9999,10,Partly Cloudy
"1:00 PM AEDT on March 29, 2017",30,1009,23,57,13,10,-9999,10,Partly Cloudy
"1:00 PM AEDT on March 29, 2017",30,1009,23,66,13,10,-9999,10,Partly Cloudy
"1:30 PM AEDT on March 29, 2017",29,1008,23,70,11.1,30,-9999,-9999,Clear
"2:00 PM AEDT on March 29, 2017",29,1008,23,64,20.4,80,-9999,-9999,Clear
"2:00 PM AEDT on March 29, 2017",29,1008,23,70,20.4,80,-9999,10,Partly Cloudy
"3:00 PM AEDT on March 29, 2017",29,1007,23,64,27.8,70,-9999,20,Partly Cloudy
"3:00 PM AEDT on March 29, 2017",29,1007,23,70,27.8,70,-9999,10,Partly Cloudy
"3:30 PM AEDT on March 29, 2017",30,1006,24,70,22.2,60,-9999,10,Partly Cloudy
"4:00 PM AEDT on March 29, 2017",30,1006,23,62,27.8,50,-9999,10,Partly Cloudy
"4:00 PM AEDT on March 29, 2017",30,1006,23,66,27.8,50,-9999,10,Partly Cloudy
"4:30 PM AEDT on March 29, 2017",29,1006,24,74,29.6,40,-9999,10,Partly Cloudy
"5:00 PM AEDT on March 29, 2017",30,1006,24,63,31.5,40,-9999,10,Partly Cloudy
"5:00 PM AEDT on March 29, 2017",30,1006,24,70,31.5,40,-9999,10,Partly Cloudy
"5:30 PM AEDT on March 29, 2017",29,1006,24,74,33.3,40,-9999,10,Partly Cloudy
"6:00 PM AEDT on March 29, 2017",29,1006,24,67,31.5,40,-9999,25,Partly Cloudy
"6:00 PM AEDT on March 29, 2017",29,1006,24,74,31.5,40,-9999,10,Partly Cloudy
"6:30 PM AEDT on March 29, 2017",28,1006,24,79,25.9,30,-9999,10,Partly Cloudy
"7:00 PM AEDT on March 29, 2017",28,1006,24,72,18.5,30,-9999,10,Partly Cloudy
"7:00 PM AEDT on March 29, 2017",28,1006,24,79,18.5,30,-9999,10,Partly Cloudy
"7:30 PM AEDT on March 29, 2017",28,1006,24,79,14.8,20,-9999,-9999,Clear
"8:00 PM AEDT on March 29, 2017",27,1007,23,74,13,30,-9999,-9999,Clear
"8:00 PM AEDT on March 29, 2017",27,1006,23,79,13,30,-9999,-9999,Clear
"8:30 PM AEDT on March 29, 2017",27,1006,24,84,14.8,30,-9999,-9999,Clear
"9:00 PM AEDT on March 29, 2017",28,1007,24,72,14.8,30,-9999,18,Haze
"9:00 PM AEDT on March 29, 2017",28,1007,24,79,14.8,30,-9999,-9999,Clear
"9:30 PM AEDT on March 29, 2017",28,1007,24,79,9.3,30,-9999,-9999,Clear
"10:00 PM AEDT on March 29, 2017",29,1007,24,66,5.6,30,-9999,-9999,Clear
"10:00 PM AEDT on March 29, 2017",29,1007,24,74,5.6,30,-9999,-9999,Clear
"10:30 PM AEDT on March 29, 2017",25,1007,23,89,9.3,30,-9999,-9999,Clear
"11:00 PM AEDT on March 29, 2017",28,1007,23,71,11.1,30,-9999,-9999,Clear
"11:00 PM AEDT on March 29, 2017",28,1007,23,74,11.1,30,-9999,-9999,Clear
"12:00 AM AEDT on March 30, 2017",26,1006,23,83,11.1,10,-9999,-9999,Clear
"12:30 AM AEDT on March 30, 2017",25,1006,23,89,7.4,350,-9999,-9999,Clear
"1:00 AM AEDT on March 30, 2017",26,1006,24,82,11.1,40,-9999,-9999,Clear
"1:00 AM AEDT on March 30, 2017",27,1006,24,84,11.1,40,-9999,-9999,Clear
"1:30 AM AEDT on March 30, 2017",26,1006,24,89,9.3,10,-9999,-9999,Clear
"2:00 AM AEDT on March 30, 2017",27,1006,24,80,9.3,30,-9999,-9999,Clear
"2:00 AM AEDT on March 30, 2017",27,1006,24,84,9.3,30,-9999,-9999,Clear
"2:30 AM AEDT on March 30, 2017",26,1005,24,89,9.3,20,-9999,-9999,Clear
"3:00 AM AEDT on March 30, 2017",25,1006,23,88,0,20,-9999,15,Haze
"3:00 AM AEDT on March 30, 2017",25,1005,23,89,0,0,-9999,-9999,Clear
"4:00 AM AEDT on March 30, 2017",26,1005,23,84,9.3,40,-9999,-9999,Clear
"4:00 AM AEDT on March 30, 2017",26,1005,23,83,9.3,40,-9999,-9999,Clear
"4:30 AM AEDT on March 30, 2017",26,1005,23,83,9.3,20,-9999,-9999,Clear
"5:00 AM AEDT on March 30, 2017",25,1005,23,86,5.6,40,-9999,-9999,Clear
"5:00 AM AEDT on March 30, 2017",25,1004,23,89,5.6,40,-9999,-9999,Clear
"5:30 AM AEDT on March 30, 2017",24,1004,23,94,5.6,250,-9999,-9999,Clear
"6:00 AM AEDT on March 30, 2017",24,1005,22,89,5.6,170,-9999,20,Haze
"6:00 AM AEDT on March 30, 2017",24,1005,23,94,5.6,170,-9999,-9999,Clear
"6:30 AM AEDT on March 30, 2017",25,1005,23,89,7.4,110,-9999,-9999,Clear
"7:00 AM AEDT on March 30, 2017",26,1006,23,79,9.3,50,-9999,-9999,Clear
"7:00 AM AEDT on March 30, 2017",26,1005,23,83,9.3,50,-9999,-9999,Clear
"7:30 AM AEDT on March 30, 2017",26,1005,23,83,11.1,70,-9999,-9999,Clear
"8:00 AM AEDT on March 30, 2017",28,1006,22,62,13,20,-9999,-9999,Clear
"8:00 AM AEDT on March 30, 2017",28,1006,22,70,13,20,-9999,10,Light Rain
"8:30 AM AEDT on March 30, 2017",28,1006,21,66,1.9,360,-9999,10,Light Rain
"9:00 AM AEDT on March 30, 2017",28,1007,21,57,5.6,340,-9999,20,Light Rain
"9:00 AM AEDT on March 30, 2017",28,1007,21,66,5.6,340,-9999,10,Unknown
"9:30 AM AEDT on March 30, 2017",27,1007,20,65,3.7,50,-9999,10,Overcast
"9:48 AM AEDT on March 30, 2017",26,1007,21,74,31.5,210,-9999,10,Partly Cloudy
"10:00 AM AEDT on March 30, 2017",25,1008,22,82,27.8,210,-9999,10,Partly Cloudy
"10:00 AM AEDT on March 30, 2017",25,1007,22,83,27.8,210,-9999,10,Overcast
"10:30 AM AEDT on March 30, 2017",23,1008,22,94,31.5,200,-9999,9,Light Rain
"10:38 AM AEDT on March 30, 2017",23,1008,22,94,31.5,190,-9999,6,Light Rain
"11:00 AM AEDT on March 30, 2017",22,1009,22,94,31.5,190,-9999,6,Light Rain
"11:00 AM AEDT on March 30, 2017",22,1008,22,100,31.5,190,-9999,7,Light Rain
"11:04 AM AEDT on March 30, 2017",22,1008,21,94,31.5,190,-9999,6,Light Rain
"11:17 AM AEDT on March 30, 2017",21,1009,21,100,42.6,200,-9999,4,Rain Showers
"11:30 AM AEDT on March 30, 2017",21,1008,21,100,40.7,190,-9999,5,Light Rain Showers
"12:00 PM AEDT on March 30, 2017",21,1009,21,97,40.7,200,-9999,6,Light Rain
"12:00 PM AEDT on March 30, 2017",21,1009,21,100,40.7,200,-9999,6,Light Rain
"12:30 PM AEDT on March 30, 2017",20,1009,20,100,38.9,200,-9999,4,Rain
"1:00 PM AEDT on March 30, 2017",20,1008,20,98,51.9,190,-9999,4,Rain
"1:00 PM AEDT on March 30, 2017",20,1008,20,100,51.9,190,-9999,6,Light Rain
"1:30 PM AEDT on March 30, 2017",20,1008,20,100,51.9,190,-9999,6,Light Rain
"1:46 PM AEDT on March 30, 2017",20,1008,19,94,44.4,200,-9999,5,Light Rain
"2:00 PM AEDT on March 30, 2017",20,1008,19,100,48.2,190,-9999,5,Light Rain
"2:00 PM AEDT on March 30, 2017",20,1008,19,94,48.2,190,-9999,5,Rain
"2:25 PM AEDT on March 30, 2017",20,1007,20,100,51.9,180,-9999,5,Rain
"2:30 PM AEDT on March 30, 2017",20,1007,19,94,53.7,180,-9999,5,Light Rain
"3:00 PM AEDT on March 30, 2017",19,1008,19,100,50,190,-9999,9,Light Rain
"3:00 PM AEDT on March 30, 2017",19,1007,19,100,50,190,-9999,9,Light Rain
"3:09 PM AEDT on March 30, 2017",19,1007,19,100,46.3,200,-9999,9,Light Rain
"3:30 PM AEDT on March 30, 2017",19,1007,19,100,51.9,190,-9999,9,Light Rain
"4:00 PM AEDT on March 30, 2017",19,1007,19,94,50,180,-9999,9,Light Rain
"4:00 PM AEDT on March 30, 2017",19,1007,19,100,50,180,-9999,10,Light Rain
"4:22 PM AEDT on March 30, 2017",19,1007,19,100,51.9,190,-9999,5,Light Rain
"4:30 PM AEDT on March 30, 2017",19,1007,19,100,51.9,180,-9999,4,Rain
"4:49 PM AEDT on March 30, 2017",19,1007,19,100,48.2,190,-9999,5,Rain
"5:00 PM AEDT on March 30, 2017",18,1008,18,97,51.9,190,-9999,5,Rain
"5:00 PM AEDT on March 30, 2017",18,1007,18,100,51.9,190,-9999,6,Light Rain
"5:30 PM AEDT on March 30, 2017",18,1008,18,100,42.6,210,-9999,6,Light Rain
"6:00 PM AEDT on March 30, 2017",17,1010,17,99,42.6,220,-9999,7,Light Rain
"6:00 PM AEDT on March 30, 2017",17,1009,17,100,42.6,210,-9999,7,Light Rain
"6:30 PM AEDT on March 30, 2017",17,1009,17,100,42.6,200,-9999,6,Light Rain
"7:00 PM AEDT on March 30, 2017",18,1010,17,96,48.2,210,-9999,6,Light Rain
"7:00 PM AEDT on March 30, 2017",18,1009,17,94,48.2,210,-9999,8,Light Rain
"7:30 PM AEDT on March 30, 2017",18,1010,18,100,40.7,200,-9999,10,Light Rain
"7:45 PM AEDT on March 30, 2017",18,1011,18,100,50,200,-9999,5,Rain
"8:00 PM AEDT on March 30, 2017",17,1012,17,96,48.2,210,-9999,5,Rain
"8:00 PM AEDT on March 30, 2017",17,1011,17,100,48.2,210,-9999,6,Light Rain
"8:30 PM AEDT on March 30, 2017",17,1012,17,100,38.9,220,-9999,6,Light Rain
"8:46 PM AEDT on March 30, 2017",18,1012,18,100,51.9,190,-9999,7,Light Rain
"9:00 PM AEDT on March 30, 2017",18,1013,17,97,44.4,200,-9999,6,Light Rain
"9:00 PM AEDT on March 30, 2017",18,1012,17,94,44.4,200,-9999,6,Rain
"9:30 PM AEDT on March 30, 2017",18,1013,17,94,42.6,200,-9999,5,Rain
"10:00 PM AEDT on March 30, 2017",17,1014,17,97,44.4,200,-9999,5,Rain
"10:00 PM AEDT on March 30, 2017",17,1013,17,100,44.4,200,-9999,9,Light Rain
"10:30 PM AEDT on March 30, 2017",17,1013,16,94,48.2,210,-9999,10,Light Rain
"11:00 PM AEDT on March 30, 2017",17,1014,16,86,40.7,210,-9999,10,Light Rain
"11:00 PM AEDT on March 30, 2017",17,1013,16,94,40.7,210,-9999,10,Light Rain
"11:30 PM AEDT on March 30, 2017",17,1013,15,88,37,220,-9999,10,Light Rain Showers
"12:00 AM AEDT on March 31, 2017",17,1014,14,77,38.9,210,-9999,15,Mostly Cloudy
"12:00 AM AEDT on March 31, 2017",17,1013,14,82,38.9,210,-9999,10,Mostly Cloudy
"12:30 AM AEDT on March 31, 2017",18,1013,15,83,37,210,-9999,10,Mostly Cloudy
"1:00 AM AEDT on March 31, 2017",18,1013,15,77,40.7,210,-9999,10,Mostly Cloudy
"1:00 AM AEDT on March 31, 2017",18,1013,15,83,40.7,210,-9999,10,Mostly Cloudy
"2:00 AM AEDT on March 31, 2017",18,1013,14,75,40.7,210,-9999,10,Mostly Cloudy
"2:00 AM AEDT on March 31, 2017",18,1013,15,83,40.7,210,-9999,10,Mostly Cloudy
"2:30 AM AEDT on March 31, 2017",18,1013,14,77,38.9,210,-9999,10,Scattered Clouds
"3:00 AM AEDT on March 31, 2017",18,1013,14,71,40.7,210,-9999,20,Partly Cloudy
"3:00 AM AEDT on March 31, 2017",18,1013,14,77,40.7,210,-9999,10,Mostly Cloudy
"3:30 AM AEDT on March 31, 2017",18,1013,14,77,37,210,-9999,10,Mostly Cloudy
"4:00 AM AEDT on March 31, 2017",17,1014,13,71,38.9,210,-9999,10,Mostly Cloudy
"4:00 AM AEDT on March 31, 2017",17,1013,13,77,38.9,210,-9999,10,Mostly Cloudy
"4:30 AM AEDT on March 31, 2017",17,1013,13,77,35.2,220,-9999,10,Mostly Cloudy
"5:00 AM AEDT on March 31, 2017",17,1013,13,77,31.5,230,-9999,10,Mostly Cloudy
"5:30 AM AEDT on March 31, 2017",17,1014,13,77,35.2,220,-9999,10,Scattered Clouds
"6:00 AM AEDT on March 31, 2017",17,1014,12,66,33.3,210,-9999,20,Partly Cloudy
"6:00 AM AEDT on March 31, 2017",17,1013,13,77,33.3,210,-9999,10,Scattered Clouds
"6:23 AM AEDT on March 31, 2017",17,1014,13,77,35.2,210,-9999,10,Scattered Clouds
"6:30 AM AEDT on March 31, 2017",17,1014,12,72,38.9,210,-9999,10,Scattered Clouds
"7:00 AM AEDT on March 31, 2017",17,1015,11,62,29.6,220,-9999,10,Scattered Clouds
"7:00 AM AEDT on March 31, 2017",17,1014,11,68,29.6,220,-9999,10,Scattered Clouds
"7:30 AM AEDT on March 31, 2017",17,1015,12,72,25.9,220,-9999,10,Scattered Clouds
"8:00 AM AEDT on March 31, 2017",16,1016,12,64,27.8,220,-9999,10,Scattered Clouds
"8:00 AM AEDT on March 31, 2017",17,1015,12,72,27.8,220,-9999,10,Mostly Cloudy
"8:30 AM AEDT on March 31, 2017",17,1016,11,68,27.8,210,-9999,10,Scattered Clouds
"9:00 AM AEDT on March 31, 2017",17,1016,12,64,27.8,220,-9999,20,Partly Cloudy
"9:00 AM AEDT on March 31, 2017",17,1016,12,72,27.8,220,-9999,10,Scattered Clouds
"9:30 AM AEDT on March 31, 2017",18,1016,12,68,33.3,210,-9999,10,Scattered Clouds
"10:00 AM AEDT on March 31, 2017",18,1017,13,65,37,200,-9999,10,Scattered Clouds
"10:00 AM AEDT on March 31, 2017",18,1016,13,73,37,200,-9999,10,Scattered Clouds
"10:30 AM AEDT on March 31, 2017",19,1016,14,73,40.7,200,-9999,10,Partly Cloudy
"11:00 AM AEDT on March 31, 2017",19,1017,13,62,40.7,190,-9999,10,Partly Cloudy
"11:00 AM AEDT on March 31, 2017",19,1016,13,68,40.7,190,-9999,10,Partly Cloudy
"11:34 AM AEDT on March 31, 2017",19,1016,14,73,38.9,200,-9999,10,Scattered Clouds
"12:00 PM AEDT on March 31, 2017",19,1016,14,65,37,200,-9999,20,Partly Cloudy
"12:00 PM AEDT on March 31, 2017",19,1016,14,73,37,200,-9999,10,Scattered Clouds
"12:30 PM AEDT on March 31, 2017",20,1016,14,68,38.9,200,-9999,10,Scattered Clouds
"1:00 PM AEDT on March 31, 2017",20,1016,14,66,46.3,190,-9999,10,Scattered Clouds
"1:00 PM AEDT on March 31, 2017",20,1016,15,73,46.3,190,-9999,10,Partly Cloudy
"2:00 PM AEDT on March 31, 2017",20,1016,14,62,37,200,-9999,10,Partly Cloudy
"2:00 PM AEDT on March 31, 2017",20,1015,14,68,37,200,-9999,10,Partly Cloudy
"2:30 PM AEDT on March 31, 2017",20,1015,14,68,40.7,200,-9999,10,Partly Cloudy
"3:00 PM AEDT on March 31, 2017",20,1016,14,59,40.7,200,-9999,20,Partly Cloudy
"3:00 PM AEDT on March 31, 2017",20,1015,14,68,40.7,200,-9999,10,Partly Cloudy
"3:30 PM AEDT on March 31, 2017",21,1015,15,68,35.2,200,-9999,10,Scattered Clouds
"4:00 PM AEDT on March 31, 2017",20,1016,15,62,37,190,-9999,10,Scattered Clouds
"4:00 PM AEDT on March 31, 2017",20,1015,15,73,37,190,-9999,10,Scattered Clouds
"4:30 PM AEDT on March 31, 2017",20,1015,15,73,38.9,200,-9999,10,Scattered Clouds
"5:00 PM AEDT on March 31, 2017",20,1016,15,64,35.2,200,-9999,10,Scattered Clouds
"5:00 PM AEDT on March 31, 2017",20,1015,15,73,35.2,200,-9999,10,Scattered Clouds
"5:30 PM AEDT on March 31, 2017",20,1016,16,78,35.2,200,-9999,10,Partly Cloudy
"6:00 PM AEDT on March 31, 2017",20,1016,15,66,33.3,200,-9999,20,Mostly Cloudy
"6:00 PM AEDT on March 31, 2017",20,1016,15,73,33.3,200,-9999,10,Scattered Clouds
"6:30 PM AEDT on March 31, 2017",20,1016,15,73,29.6,210,-9999,10,Scattered Clouds
"7:00 PM AEDT on March 31, 2017",20,1017,16,68,29.6,210,-9999,10,Scattered Clouds
"7:00 PM AEDT on March 31, 2017",20,1016,16,78,29.6,210,-9999,10,Mostly Cloudy
"7:18 PM AEDT on March 31, 2017",19,1017,16,83,37,170,-9999,10,Light Drizzle
"7:30 PM AEDT on March 31, 2017",19,1017,16,83,33.3,190,-9999,10,Mostly Cloudy
"8:00 PM AEDT on March 31, 2017",19,1017,16,78,27.8,190,-9999,10,Mostly Cloudy
"8:00 PM AEDT on March 31, 2017",19,1017,16,83,27.8,190,-9999,10,Light Rain Showers
"8:30 PM AEDT on March 31, 2017",18,1017,16,88,20.4,200,-9999,10,Mostly Cloudy
"9:00 PM AEDT on March 31, 2017",19,1018,16,77,33.3,190,-9999,22,Mostly Cloudy
"9:00 PM AEDT on March 31, 2017",19,1017,16,83,33.3,190,-9999,10,Mostly Cloudy
"10:00 PM AEDT on March 31, 2017",19,1018,16,76,22.2,210,-9999,10,Mostly Cloudy
"10:00 PM AEDT on March 31, 2017",19,1017,16,83,22.2,210,-9999,10,Mostly Cloudy
"10:22 PM AEDT on March 31, 2017",19,1018,16,83,27.8,210,-9999,10,Mostly Cloudy
"10:30 PM AEDT on March 31, 2017",19,1018,16,83,25.9,200,-9999,10,Mostly Cloudy
"11:00 PM AEDT on March 31, 2017",18,1018,16,88,31.5,180,-9999,8,Light Rain Showers
"11:30 PM AEDT on March 31, 2017",18,1017,16,88,7.4,170,-9999,10,Mostly Cloudy
"12:00 AM AEDT on April 01, 2017",18,1017,16,81,9.3,290,-9999,25,Mostly Cloudy
"12:00 AM AEDT on April 01, 2017",18,1017,16,88,9.3,290,-9999,10,Mostly Cloudy
"12:30 AM AEDT on April 01, 2017",18,1017,15,83,14.8,230,-9999,10,Light Rain Showers
"1:00 AM AEDT on April 01, 2017",18,1017,15,76,9.3,200,-9999,10,Light Rain Showers
"1:00 AM AEDT on April 01, 2017",19,1016,15,78,9.3,200,-9999,10,Mostly Cloudy
"1:30 AM AEDT on April 01, 2017",18,1017,14,77,13,250,-9999,10,Mostly Cloudy
"2:00 AM AEDT on April 01, 2017",17,1017,14,82,16.7,300,-9999,10,Mostly Cloudy
"2:30 AM AEDT on April 01, 2017",17,1016,13,77,18.5,300,-9999,10,Mostly Cloudy
"3:00 AM AEDT on April 01, 2017",17,1016,13,73,13,320,-9999,25,Partly Cloudy
"3:00 AM AEDT on April 01, 2017",17,1016,13,77,13,320,-9999,10,Mostly Cloudy
"3:30 AM AEDT on April 01, 2017",16,1016,13,82,11.1,330,-9999,10,Mostly Cloudy
"4:00 AM AEDT on April 01, 2017",16,1016,12,69,11.1,320,-9999,10,Mostly Cloudy
"4:00 AM AEDT on April 01, 2017",16,1016,12,77,11.1,320,-9999,10,Mostly Cloudy
"4:30 AM AEDT on April 01, 2017",16,1016,12,77,9.3,310,-9999,10,Partly Cloudy
"5:00 AM AEDT on April 01, 2017",16,1016,12,71,11.1,310,-9999,10,Partly Cloudy
"5:00 AM AEDT on April 01, 2017",16,1016,12,77,11.1,310,-9999,10,Partly Cloudy
"6:00 AM AEDT on April 01, 2017",16,1016,12,73,13,310,-9999,25,Partly Cloudy
"6:00 AM AEDT on April 01, 2017",16,1016,12,77,13,310,-9999,-9999,Clear
"6:30 AM AEDT on April 01, 2017",15,1016,11,77,13,310,-9999,10,Partly Cloudy
"7:00 AM AEDT on April 01, 2017",16,1017,12,67,13,320,-9999,10,Partly Cloudy
"7:00 AM AEDT on April 01, 2017",16,1017,12,77,13,320,-9999,10,Partly Cloudy
"7:30 AM AEDT on April 01, 2017",16,1017,12,77,13,310,-9999,10,Partly Cloudy
"8:00 AM AEDT on April 01, 2017",16,1018,11,67,11.1,310,-9999,10,Partly Cloudy
"8:00 AM AEDT on April 01, 2017",16,1017,11,72,11.1,310,-9999,10,Partly Cloudy
"8:30 AM AEDT on April 01, 2017",17,1018,12,72,13,300,-9999,10,Partly Cloudy
"9:00 AM AEDT on April 01, 2017",18,1018,11,55,13,300,-9999,30,Partly Cloudy
"9:00 AM AEDT on April 01, 2017",18,1018,11,64,13,300,-9999,10,Partly Cloudy
"9:30 AM AEDT on April 01, 2017",19,1018,12,64,14.8,290,-9999,10,Partly Cloudy
"10:00 AM AEDT on April 01, 2017",21,1018,13,50,13,290,-9999,10,Partly Cloudy
"10:00 AM AEDT on April 01, 2017",21,1018,13,60,13,290,-9999,10,Partly Cloudy
"10:30 AM AEDT on April 01, 2017",22,1018,13,57,13,300,-9999,10,Partly Cloudy
"11:00 AM AEDT on April 01, 2017",22,1018,14,48,9.3,290,-9999,10,Partly Cloudy
"11:00 AM AEDT on April 01, 2017",22,1018,14,60,9.3,290,-9999,10,Partly Cloudy
"11:30 AM AEDT on April 01, 2017",22,1018,13,57,9.3,270,-9999,10,Partly Cloudy
"12:00 PM AEDT on April 01, 2017",22,1018,13,46,5.6,220,-9999,25,Partly Cloudy
"12:00 PM AEDT on April 01, 2017",22,1017,13,57,5.6,210,-9999,-9999,Clear
"12:30 PM AEDT on April 01, 2017",23,1017,13,53,9.3,240,-9999,-9999,Clear
"1:00 PM AEDT on April 01, 2017",24,1017,12,35,9.3,250,-9999,-9999,Clear
"1:00 PM AEDT on April 01, 2017",24,1017,12,47,9.3,250,-9999,-9999,Clear
"1:30 PM AEDT on April 01, 2017",24,1017,12,47,7.4,230,-9999,-9999,Clear
"2:00 PM AEDT on April 01, 2017",23,1017,12,37,5.6,70,-9999,-9999,Clear
"2:00 PM AEDT on April 01, 2017",23,1016,12,50,5.6,70,-9999,-9999,Clear
"2:30 PM AEDT on April 01, 2017",23,1016,13,53,14.8,100,-9999,-9999,Clear
"3:00 PM AEDT on April 01, 2017",23,1017,14,49,16.7,110,-9999,25,Partly Cloudy
"3:00 PM AEDT on April 01, 2017",23,1016,14,57,16.7,110,-9999,-9999,Clear
"3:30 PM AEDT on April 01, 2017",24,1016,14,53,16.7,120,-9999,-9999,Clear
"4:00 PM AEDT on April 01, 2017",24,1017,14,47,20.4,130,-9999,-9999,Clear
"4:00 PM AEDT on April 01, 2017",24,1016,14,53,20.4,130,-9999,-9999,Clear
"4:30 PM AEDT on April 01, 2017",23,1016,14,57,20.4,140,-9999,-9999,Clear
"5:00 PM AEDT on April 01, 2017",23,1017,14,48,18.5,130,-9999,-9999,Clear
"5:00 PM AEDT on April 01, 2017",23,1017,14,57,18.5,130,-9999,-9999,Clear
"6:00 PM AEDT on April 01, 2017",22,1018,14,51,18.5,140,-9999,25,Partly Cloudy
"6:00 PM AEDT on April 01, 2017",22,1018,14,60,18.5,140,-9999,10,Partly Cloudy
